district,date,month,year,visitors,visitor_type
Adilabad,2016-04-01,April,2016,0,Foreign
Adilabad,2016-05-01,May,2016,0,Foreign
Adilabad,2016-06-01,June,2016,0,Foreign
Adilabad,2016-07-01,July,2016,4,Foreign
Adilabad,2016-08-01,August,2016,2,Foreign
Adilabad,2016-09-01,September,2016,0,Foreign
Adilabad,2016-10-01,October,2016,0,Foreign
Adilabad,2016-11-01,November,2016,0,Foreign
Adilabad,2016-12-01,December,2016,0,Foreign
Bhadradri Kothagudem,2016-01-01,January,2016,0,Foreign
Bhadradri Kothagudem,2016-02-01,February,2016,0,Foreign
Bhadradri Kothagudem,2016-03-01,March,2016,0,Foreign
Bhadradri Kothagudem,2016-04-01,April,2016,0,Foreign
Bhadradri Kothagudem,2016-05-01,May,2016,0,Foreign
Bhadradri Kothagudem,2016-06-01,June,2016,0,Foreign
Bhadradri Kothagudem,2016-07-01,July,2016,0,Foreign
Bhadradri Kothagudem,2016-08-01,August,2016,0,Foreign
Bhadradri Kothagudem,2016-09-01,September,2016,0,Foreign
Bhadradri Kothagudem,2016-10-01,October,2016,0,Foreign
Bhadradri Kothagudem,2016-11-01,November,2016,0,Foreign
Bhadradri Kothagudem,2016-12-01,December,2016,0,Foreign
Hyderabad,2016-01-01,January,2016,15865,Foreign
Hyderabad,2016-02-01,February,2016,29646,Foreign
Hyderabad,2016-03-01,March,2016,13019,Foreign
Hyderabad,2016-04-01,April,2016,8402,Foreign
Hyderabad,2016-05-01,May,2016,8522,Foreign
Hyderabad,2016-06-01,June,2016,10284,Foreign
Hyderabad,2016-07-01,July,2016,17142,Foreign
Hyderabad,2016-08-01,August,2016,12842,Foreign
Hyderabad,2016-09-01,September,2016,9397,Foreign
Hyderabad,2016-10-01,October,2016,12808,Foreign
Hyderabad,2016-11-01,November,2016,8084,Foreign
Hyderabad,2016-12-01,December,2016,17620,Foreign
Jagtial,2016-01-01,January,2016,0,Foreign
Jagtial,2016-02-01,February,2016,0,Foreign
Jagtial,2016-03-01,March,2016,0,Foreign
Jagtial,2016-04-01,April,2016,0,Foreign
Jagtial,2016-05-01,May,2016,0,Foreign
Jagtial,2016-06-01,June,2016,0,Foreign
Jagtial,2016-07-01,July,2016,0,Foreign
Jagtial,2016-08-01,August,2016,0,Foreign
Jagtial,2016-09-01,September,2016,0,Foreign
Jagtial,2016-10-01,October,2016,0,Foreign
Jagtial,2016-11-01,November,2016,0,Foreign
Jagtial,2016-12-01,December,2016,0,Foreign
Jangaon,2016-01-01,January,2016,0,Foreign
Jangaon,2016-02-01,February,2016,0,Foreign
Jangaon,2016-03-01,March,2016,0,Foreign
Jangaon,2016-04-01,April,2016,0,Foreign
Jangaon,2016-05-01,May,2016,0,Foreign
Jangaon,2016-06-01,June,2016,0,Foreign
Jangaon,2016-07-01,July,2016,0,Foreign
Jangaon,2016-08-01,August,2016,0,Foreign
Jangaon,2016-09-01,September,2016,0,Foreign
Jangaon,2016-10-01,October,2016,0,Foreign
Jangaon,2016-11-01,November,2016,2,Foreign
Jangaon,2016-12-01,December,2016,0,Foreign
Jayashankar Bhoopalpally,2016-01-01,January,2016,0,Foreign
Jayashankar Bhoopalpally,2016-02-01,February,2016,0,Foreign
Jayashankar Bhoopalpally,2016-03-01,March,2016,0,Foreign
Jayashankar Bhoopalpally,2016-04-01,April,2016,0,Foreign
Jayashankar Bhoopalpally,2016-05-01,May,2016,0,Foreign
Jayashankar Bhoopalpally,2016-06-01,June,2016,0,Foreign
Jayashankar Bhoopalpally,2016-07-01,July,2016,0,Foreign
Jayashankar Bhoopalpally,2016-08-01,August,2016,0,Foreign
Jayashankar Bhoopalpally,2016-09-01,September,2016,0,Foreign
Jayashankar Bhoopalpally,2016-10-01,October,2016,24,Foreign
Jayashankar Bhoopalpally,2016-11-01,November,2016,22,Foreign
Jayashankar Bhoopalpally,2016-12-01,December,2016,40,Foreign
Jogulamba Gadwal,2016-01-01,January,2016,0,Foreign
Jogulamba Gadwal,2016-02-01,February,2016,0,Foreign
Jogulamba Gadwal,2016-03-01,March,2016,0,Foreign
Jogulamba Gadwal,2016-04-01,April,2016,0,Foreign
Jogulamba Gadwal,2016-05-01,May,2016,0,Foreign
Jogulamba Gadwal,2016-06-01,June,2016,0,Foreign
Jogulamba Gadwal,2016-07-01,July,2016,0,Foreign
Jogulamba Gadwal,2016-08-01,August,2016,0,Foreign
Jogulamba Gadwal,2016-09-01,September,2016,0,Foreign
Jogulamba Gadwal,2016-10-01,October,2016,13,Foreign
Jogulamba Gadwal,2016-11-01,November,2016,21,Foreign
Jogulamba Gadwal,2016-12-01,December,2016,11,Foreign
Kamareddy,2016-01-01,January,2016,0,Foreign
Kamareddy,2016-02-01,February,2016,0,Foreign
Kamareddy,2016-03-01,March,2016,0,Foreign
Kamareddy,2016-04-01,April,2016,0,Foreign
Kamareddy,2016-05-01,May,2016,0,Foreign
Kamareddy,2016-06-01,June,2016,0,Foreign
Kamareddy,2016-07-01,July,2016,0,Foreign
Kamareddy,2016-08-01,August,2016,0,Foreign
Kamareddy,2016-09-01,September,2016,0,Foreign
Kamareddy,2016-10-01,October,2016,0,Foreign
Kamareddy,2016-11-01,November,2016,0,Foreign
Kamareddy,2016-12-01,December,2016,0,Foreign
Karimnagar,2016-01-01,January,2016,0,Foreign
Karimnagar,2016-02-01,February,2016,0,Foreign
Karimnagar,2016-03-01,March,2016,0,Foreign
Karimnagar,2016-04-01,April,2016,0,Foreign
Karimnagar,2016-05-01,May,2016,0,Foreign
Karimnagar,2016-06-01,June,2016,0,Foreign
Karimnagar,2016-07-01,July,2016,0,Foreign
Karimnagar,2016-08-01,August,2016,0,Foreign
Karimnagar,2016-09-01,September,2016,0,Foreign
Karimnagar,2016-10-01,October,2016,0,Foreign
Karimnagar,2016-11-01,November,2016,0,Foreign
Karimnagar,2016-12-01,December,2016,0,Foreign
Khammam,2016-01-01,January,2016,0,Foreign
Khammam,2016-02-01,February,2016,0,Foreign
Khammam,2016-03-01,March,2016,0,Foreign
Khammam,2016-04-01,April,2016,0,Foreign
Khammam,2016-05-01,May,2016,0,Foreign
Khammam,2016-06-01,June,2016,0,Foreign
Khammam,2016-07-01,July,2016,0,Foreign
Khammam,2016-08-01,August,2016,0,Foreign
Khammam,2016-09-01,September,2016,0,Foreign
Khammam,2016-10-01,October,2016,0,Foreign
Khammam,2016-11-01,November,2016,0,Foreign
Khammam,2016-12-01,December,2016,0,Foreign
Komaram Bheem Asifabad,2016-01-01,January,2016,0,Foreign
Komaram Bheem Asifabad,2016-02-01,February,2016,0,Foreign
Komaram Bheem Asifabad,2016-03-01,March,2016,0,Foreign
Komaram Bheem Asifabad,2016-04-01,April,2016,0,Foreign
Komaram Bheem Asifabad,2016-05-01,May,2016,0,Foreign
Komaram Bheem Asifabad,2016-06-01,June,2016,0,Foreign
Komaram Bheem Asifabad,2016-07-01,July,2016,0,Foreign
Komaram Bheem Asifabad,2016-08-01,August,2016,0,Foreign
Komaram Bheem Asifabad,2016-09-01,September,2016,0,Foreign
Komaram Bheem Asifabad,2016-10-01,October,2016,0,Foreign
Komaram Bheem Asifabad,2016-11-01,November,2016,0,Foreign
Komaram Bheem Asifabad,2016-12-01,December,2016,0,Foreign
Mahabubabad,2016-01-01,January,2016,0,Foreign
Mahabubabad,2016-02-01,February,2016,0,Foreign
Mahabubabad,2016-03-01,March,2016,0,Foreign
Mahabubabad,2016-04-01,April,2016,0,Foreign
Mahabubabad,2016-05-01,May,2016,0,Foreign
Mahabubabad,2016-06-01,June,2016,0,Foreign
Mahabubabad,2016-07-01,July,2016,0,Foreign
Mahabubabad,2016-08-01,August,2016,0,Foreign
Mahabubabad,2016-09-01,September,2016,0,Foreign
Mahabubabad,2016-10-01,October,2016,0,Foreign
Mahabubabad,2016-11-01,November,2016,0,Foreign
Mahabubabad,2016-12-01,December,2016,0,Foreign
Mahbubnagar,2016-01-01,January,2016,123,Foreign
Mahbubnagar,2016-02-01,February,2016,126,Foreign
Mahbubnagar,2016-03-01,March,2016,103,Foreign
Mahbubnagar,2016-04-01,April,2016,75,Foreign
Mahbubnagar,2016-05-01,May,2016,58,Foreign
Mahbubnagar,2016-06-01,June,2016,68,Foreign
Mahbubnagar,2016-07-01,July,2016,63,Foreign
Mahbubnagar,2016-08-01,August,2016,86,Foreign
Mahbubnagar,2016-09-01,September,2016,74,Foreign
Mahbubnagar,2016-10-01,October,2016,37,Foreign
Mahbubnagar,2016-11-01,November,2016,29,Foreign
Mahbubnagar,2016-12-01,December,2016,26,Foreign
Mancherial,2016-01-01,January,2016,0,Foreign
Mancherial,2016-02-01,February,2016,0,Foreign
Mancherial,2016-03-01,March,2016,0,Foreign
Mancherial,2016-04-01,April,2016,0,Foreign
Mancherial,2016-05-01,May,2016,0,Foreign
Mancherial,2016-06-01,June,2016,0,Foreign
Mancherial,2016-07-01,July,2016,0,Foreign
Mancherial,2016-08-01,August,2016,0,Foreign
Mancherial,2016-09-01,September,2016,0,Foreign
Mancherial,2016-10-01,October,2016,0,Foreign
Mancherial,2016-11-01,November,2016,0,Foreign
Mancherial,2016-12-01,December,2016,0,Foreign
Medak,2016-01-01,January,2016,0,Foreign
Medak,2016-02-01,February,2016,0,Foreign
Medak,2016-03-01,March,2016,0,Foreign
Medak,2016-04-01,April,2016,0,Foreign
Medak,2016-05-01,May,2016,0,Foreign
Medak,2016-06-01,June,2016,0,Foreign
Medak,2016-07-01,July,2016,0,Foreign
Medak,2016-08-01,August,2016,0,Foreign
Medak,2016-09-01,September,2016,0,Foreign
Medak,2016-10-01,October,2016,0,Foreign
Medak,2016-11-01,November,2016,0,Foreign
Medak,2016-12-01,December,2016,0,Foreign
Medchal,2016-01-01,January,2016,0,Foreign
Medchal,2016-02-01,February,2016,0,Foreign
Medchal,2016-03-01,March,2016,0,Foreign
Medchal,2016-04-01,April,2016,0,Foreign
Medchal,2016-05-01,May,2016,0,Foreign
Medchal,2016-06-01,June,2016,0,Foreign
Medchal,2016-07-01,July,2016,0,Foreign
Medchal,2016-08-01,August,2016,0,Foreign
Medchal,2016-09-01,September,2016,0,Foreign
Medchal,2016-10-01,October,2016,0,Foreign
Medchal,2016-11-01,November,2016,0,Foreign
Medchal,2016-12-01,December,2016,0,Foreign
Nagarkurnool,2016-01-01,January,2016,0,Foreign
Nagarkurnool,2016-02-01,February,2016,0,Foreign
Nagarkurnool,2016-03-01,March,2016,0,Foreign
Nagarkurnool,2016-04-01,April,2016,0,Foreign
Nagarkurnool,2016-05-01,May,2016,0,Foreign
Nagarkurnool,2016-06-01,June,2016,0,Foreign
Nagarkurnool,2016-07-01,July,2016,0,Foreign
Nagarkurnool,2016-08-01,August,2016,0,Foreign
Nagarkurnool,2016-09-01,September,2016,0,Foreign
Nagarkurnool,2016-10-01,October,2016,8,Foreign
Nagarkurnool,2016-11-01,November,2016,11,Foreign
Nagarkurnool,2016-12-01,December,2016,10,Foreign
Nalgonda,2016-01-01,January,2016,0,Foreign
Nalgonda,2016-02-01,February,2016,0,Foreign
Nalgonda,2016-03-01,March,2016,0,Foreign
Nalgonda,2016-04-01,April,2016,0,Foreign
Nalgonda,2016-05-01,May,2016,0,Foreign
Nalgonda,2016-06-01,June,2016,0,Foreign
Nalgonda,2016-07-01,July,2016,0,Foreign
Nalgonda,2016-08-01,August,2016,0,Foreign
Nalgonda,2016-09-01,September,2016,0,Foreign
Nalgonda,2016-10-01,October,2016,0,Foreign
Nalgonda,2016-11-01,November,2016,0,Foreign
Nalgonda,2016-12-01,December,2016,0,Foreign
Nirmal,2016-01-01,January,2016,0,Foreign
Nirmal,2016-02-01,February,2016,0,Foreign
Nirmal,2016-03-01,March,2016,0,Foreign
Nirmal,2016-04-01,April,2016,0,Foreign
Nirmal,2016-05-01,May,2016,0,Foreign
Nirmal,2016-06-01,June,2016,0,Foreign
Nirmal,2016-07-01,July,2016,0,Foreign
Nirmal,2016-08-01,August,2016,0,Foreign
Nirmal,2016-09-01,September,2016,0,Foreign
Nirmal,2016-10-01,October,2016,0,Foreign
Nirmal,2016-11-01,November,2016,0,Foreign
Nirmal,2016-12-01,December,2016,0,Foreign
Nizamabad,2016-01-01,January,2016,0,Foreign
Nizamabad,2016-02-01,February,2016,0,Foreign
Nizamabad,2016-03-01,March,2016,0,Foreign
Nizamabad,2016-04-01,April,2016,0,Foreign
Nizamabad,2016-05-01,May,2016,0,Foreign
Nizamabad,2016-06-01,June,2016,0,Foreign
Nizamabad,2016-07-01,July,2016,0,Foreign
Nizamabad,2016-08-01,August,2016,0,Foreign
Nizamabad,2016-09-01,September,2016,0,Foreign
Nizamabad,2016-10-01,October,2016,0,Foreign
Nizamabad,2016-11-01,November,2016,0,Foreign
Nizamabad,2016-12-01,December,2016,0,Foreign
Peddapalli,2016-01-01,January,2016,0,Foreign
Peddapalli,2016-02-01,February,2016,0,Foreign
Peddapalli,2016-03-01,March,2016,0,Foreign
Peddapalli,2016-04-01,April,2016,0,Foreign
Peddapalli,2016-05-01,May,2016,0,Foreign
Peddapalli,2016-06-01,June,2016,0,Foreign
Peddapalli,2016-07-01,July,2016,0,Foreign
Peddapalli,2016-08-01,August,2016,0,Foreign
Peddapalli,2016-09-01,September,2016,0,Foreign
Peddapalli,2016-10-01,October,2016,0,Foreign
Peddapalli,2016-11-01,November,2016,0,Foreign
Peddapalli,2016-12-01,December,2016,0,Foreign
Rajanna Sircilla,2016-01-01,January,2016,0,Foreign
Rajanna Sircilla,2016-02-01,February,2016,0,Foreign
Rajanna Sircilla,2016-03-01,March,2016,0,Foreign
Rajanna Sircilla,2016-04-01,April,2016,0,Foreign
Rajanna Sircilla,2016-05-01,May,2016,0,Foreign
Rajanna Sircilla,2016-06-01,June,2016,0,Foreign
Rajanna Sircilla,2016-07-01,July,2016,0,Foreign
Rajanna Sircilla,2016-08-01,August,2016,0,Foreign
Rajanna Sircilla,2016-09-01,September,2016,0,Foreign
Rajanna Sircilla,2016-10-01,October,2016,0,Foreign
Rajanna Sircilla,2016-11-01,November,2016,0,Foreign
Rajanna Sircilla,2016-12-01,December,2016,0,Foreign
Ranga Reddy,2016-01-01,January,2016,0,Foreign
Ranga Reddy,2016-02-01,February,2016,0,Foreign
Ranga Reddy,2016-03-01,March,2016,0,Foreign
Ranga Reddy,2016-04-01,April,2016,0,Foreign
Ranga Reddy,2016-05-01,May,2016,0,Foreign
Ranga Reddy,2016-06-01,June,2016,0,Foreign
Ranga Reddy,2016-07-01,July,2016,0,Foreign
Ranga Reddy,2016-08-01,August,2016,0,Foreign
Ranga Reddy,2016-09-01,September,2016,0,Foreign
Ranga Reddy,2016-10-01,October,2016,0,Foreign
Ranga Reddy,2016-11-01,November,2016,0,Foreign
Ranga Reddy,2016-12-01,December,2016,0,Foreign
Sangareddy,2016-01-01,January,2016,0,Foreign
Sangareddy,2016-02-01,February,2016,0,Foreign
Sangareddy,2016-03-01,March,2016,0,Foreign
Sangareddy,2016-04-01,April,2016,0,Foreign
Sangareddy,2016-05-01,May,2016,0,Foreign
Sangareddy,2016-06-01,June,2016,0,Foreign
Sangareddy,2016-07-01,July,2016,0,Foreign
Sangareddy,2016-08-01,August,2016,0,Foreign
Sangareddy,2016-09-01,September,2016,0,Foreign
Sangareddy,2016-10-01,October,2016,0,Foreign
Sangareddy,2016-11-01,November,2016,0,Foreign
Sangareddy,2016-12-01,December,2016,0,Foreign
Siddipet,2016-01-01,January,2016,0,Foreign
Siddipet,2016-02-01,February,2016,0,Foreign
Siddipet,2016-03-01,March,2016,0,Foreign
Siddipet,2016-04-01,April,2016,0,Foreign
Siddipet,2016-05-01,May,2016,0,Foreign
Siddipet,2016-06-01,June,2016,0,Foreign
Siddipet,2016-07-01,July,2016,0,Foreign
Siddipet,2016-08-01,August,2016,0,Foreign
Siddipet,2016-09-01,September,2016,0,Foreign
Siddipet,2016-10-01,October,2016,0,Foreign
Siddipet,2016-11-01,November,2016,0,Foreign
Siddipet,2016-12-01,December,2016,0,Foreign
Suryapet,2016-01-01,January,2016,0,Foreign
Suryapet,2016-02-01,February,2016,0,Foreign
Suryapet,2016-03-01,March,2016,0,Foreign
Suryapet,2016-04-01,April,2016,0,Foreign
Suryapet,2016-05-01,May,2016,0,Foreign
Suryapet,2016-06-01,June,2016,0,Foreign
Suryapet,2016-07-01,July,2016,0,Foreign
Suryapet,2016-08-01,August,2016,0,Foreign
Suryapet,2016-09-01,September,2016,0,Foreign
Suryapet,2016-10-01,October,2016,0,Foreign
Suryapet,2016-11-01,November,2016,0,Foreign
Suryapet,2016-12-01,December,2016,0,Foreign
Vikarabad,2016-01-01,January,2016,0,Foreign
Vikarabad,2016-02-01,February,2016,0,Foreign
Vikarabad,2016-03-01,March,2016,0,Foreign
Vikarabad,2016-04-01,April,2016,0,Foreign
Vikarabad,2016-05-01,May,2016,0,Foreign
Vikarabad,2016-06-01,June,2016,0,Foreign
Vikarabad,2016-07-01,July,2016,0,Foreign
Vikarabad,2016-08-01,August,2016,0,Foreign
Vikarabad,2016-09-01,September,2016,0,Foreign
Vikarabad,2016-10-01,October,2016,0,Foreign
Vikarabad,2016-11-01,November,2016,0,Foreign
Vikarabad,2016-12-01,December,2016,0,Foreign
Wanaparthy,2016-01-01,January,2016,0,Foreign
Wanaparthy,2016-02-01,February,2016,0,Foreign
Wanaparthy,2016-03-01,March,2016,0,Foreign
Wanaparthy,2016-04-01,April,2016,0,Foreign
Wanaparthy,2016-05-01,May,2016,0,Foreign
Wanaparthy,2016-06-01,June,2016,0,Foreign
Wanaparthy,2016-07-01,July,2016,0,Foreign
Wanaparthy,2016-08-01,August,2016,0,Foreign
Wanaparthy,2016-09-01,September,2016,0,Foreign
Wanaparthy,2016-10-01,October,2016,0,Foreign
Wanaparthy,2016-11-01,November,2016,0,Foreign
Wanaparthy,2016-12-01,December,2016,0,Foreign
Warangal,2016-01-01,January,2016,0,Foreign
Warangal,2016-02-01,February,2016,0,Foreign
Warangal,2016-03-01,March,2016,0,Foreign
Warangal,2016-04-01,April,2016,0,Foreign
Warangal,2016-05-01,May,2016,0,Foreign
Warangal,2016-06-01,June,2016,0,Foreign
Warangal,2016-07-01,July,2016,0,Foreign
Warangal,2016-08-01,August,2016,0,Foreign
Warangal,2016-09-01,September,2016,0,Foreign
Warangal,2016-10-01,October,2016,0,Foreign
Warangal,2016-11-01,November,2016,0,Foreign
Warangal,2016-12-01,December,2016,0,Foreign
Hanamkonda,2016-01-01,January,2016,459,Foreign
Hanamkonda,2016-02-01,February,2016,391,Foreign
Hanamkonda,2016-03-01,March,2016,230,Foreign
Hanamkonda,2016-04-01,April,2016,39,Foreign
Hanamkonda,2016-05-01,May,2016,82,Foreign
Hanamkonda,2016-06-01,June,2016,88,Foreign
Hanamkonda,2016-07-01,July,2016,53,Foreign
Hanamkonda,2016-08-01,August,2016,102,Foreign
Hanamkonda,2016-09-01,September,2016,118,Foreign
Hanamkonda,2016-10-01,October,2016,108,Foreign
Hanamkonda,2016-11-01,November,2016,97,Foreign
Hanamkonda,2016-12-01,December,2016,132,Foreign
Yadadri Bhongir,2016-01-01,January,2016,0,Foreign
Yadadri Bhongir,2016-02-01,February,2016,0,Foreign
Yadadri Bhongir,2016-03-01,March,2016,0,Foreign
Yadadri Bhongir,2016-04-01,April,2016,0,Foreign
Yadadri Bhongir,2016-05-01,May,2016,0,Foreign
Yadadri Bhongir,2016-06-01,June,2016,0,Foreign
Yadadri Bhongir,2016-07-01,July,2016,0,Foreign
Yadadri Bhongir,2016-08-01,August,2016,0,Foreign
Yadadri Bhongir,2016-09-01,September,2016,0,Foreign
Yadadri Bhongir,2016-10-01,October,2016,0,Foreign
Yadadri Bhongir,2016-11-01,November,2016,0,Foreign
Yadadri Bhongir,2016-12-01,December,2016,0,Foreign
Adilabad,2017-01-01,January,2017,5,Foreign
Adilabad,2017-02-01,February,2017,0,Foreign
Adilabad,2017-03-01,March,2017,0,Foreign
Adilabad,2017-04-01,April,2017,0,Foreign
Adilabad,2017-05-01,May,2017,0,Foreign
Adilabad,2017-06-01,June,2017,3,Foreign
Adilabad,2017-07-01,July,2017,0,Foreign
Adilabad,2017-08-01,August,2017,0,Foreign
Adilabad,2017-09-01,September,2017,3,Foreign
Adilabad,2017-10-01,October,2017,0,Foreign
Adilabad,2017-11-01,November,2017,0,Foreign
Adilabad,2017-12-01,December,2017,0,Foreign
Bhadradri Kothagudem,2017-01-01,January,2017,0,Foreign
Bhadradri Kothagudem,2017-02-01,February,2017,0,Foreign
Bhadradri Kothagudem,2017-03-01,March,2017,0,Foreign
Bhadradri Kothagudem,2017-04-01,April,2017,0,Foreign
Bhadradri Kothagudem,2017-05-01,May,2017,0,Foreign
Bhadradri Kothagudem,2017-06-01,June,2017,0,Foreign
Bhadradri Kothagudem,2017-07-01,July,2017,0,Foreign
Bhadradri Kothagudem,2017-08-01,August,2017,0,Foreign
Bhadradri Kothagudem,2017-09-01,September,2017,0,Foreign
Bhadradri Kothagudem,2017-10-01,October,2017,0,Foreign
Bhadradri Kothagudem,2017-11-01,November,2017,0,Foreign
Bhadradri Kothagudem,2017-12-01,December,2017,0,Foreign
Hyderabad,2017-01-01,January,2017,19286,Foreign
Hyderabad,2017-02-01,February,2017,18097,Foreign
Hyderabad,2017-03-01,March,2017,13875,Foreign
Hyderabad,2017-04-01,April,2017,12996,Foreign
Hyderabad,2017-05-01,May,2017,12983,Foreign
Hyderabad,2017-06-01,June,2017,12486,Foreign
Hyderabad,2017-07-01,July,2017,18144,Foreign
Hyderabad,2017-08-01,August,2017,16985,Foreign
Hyderabad,2017-09-01,September,2017,27856,Foreign
Hyderabad,2017-10-01,October,2017,26368,Foreign
Hyderabad,2017-11-01,November,2017,29170,Foreign
Hyderabad,2017-12-01,December,2017,38933,Foreign
Jagtial,2017-01-01,January,2017,0,Foreign
Jagtial,2017-02-01,February,2017,0,Foreign
Jagtial,2017-03-01,March,2017,0,Foreign
Jagtial,2017-04-01,April,2017,0,Foreign
Jagtial,2017-05-01,May,2017,0,Foreign
Jagtial,2017-06-01,June,2017,0,Foreign
Jagtial,2017-07-01,July,2017,0,Foreign
Jagtial,2017-08-01,August,2017,0,Foreign
Jagtial,2017-09-01,September,2017,0,Foreign
Jagtial,2017-10-01,October,2017,0,Foreign
Jagtial,2017-11-01,November,2017,0,Foreign
Jagtial,2017-12-01,December,2017,0,Foreign
Jangaon,2017-01-01,January,2017,0,Foreign
Jangaon,2017-02-01,February,2017,0,Foreign
Jangaon,2017-03-01,March,2017,0,Foreign
Jangaon,2017-04-01,April,2017,0,Foreign
Jangaon,2017-05-01,May,2017,0,Foreign
Jangaon,2017-06-01,June,2017,0,Foreign
Jangaon,2017-07-01,July,2017,0,Foreign
Jangaon,2017-08-01,August,2017,0,Foreign
Jangaon,2017-09-01,September,2017,0,Foreign
Jangaon,2017-10-01,October,2017,0,Foreign
Jangaon,2017-11-01,November,2017,0,Foreign
Jangaon,2017-12-01,December,2017,0,Foreign
Jayashankar Bhoopalpally,2017-01-01,January,2017,85,Foreign
Jayashankar Bhoopalpally,2017-02-01,February,2017,38,Foreign
Jayashankar Bhoopalpally,2017-03-01,March,2017,35,Foreign
Jayashankar Bhoopalpally,2017-04-01,April,2017,36,Foreign
Jayashankar Bhoopalpally,2017-05-01,May,2017,40,Foreign
Jayashankar Bhoopalpally,2017-06-01,June,2017,35,Foreign
Jayashankar Bhoopalpally,2017-07-01,July,2017,42,Foreign
Jayashankar Bhoopalpally,2017-08-01,August,2017,45,Foreign
Jayashankar Bhoopalpally,2017-09-01,September,2017,56,Foreign
Jayashankar Bhoopalpally,2017-10-01,October,2017,55,Foreign
Jayashankar Bhoopalpally,2017-11-01,November,2017,58,Foreign
Jayashankar Bhoopalpally,2017-12-01,December,2017,57,Foreign
Jogulamba Gadwal,2017-01-01,January,2017,20,Foreign
Jogulamba Gadwal,2017-02-01,February,2017,16,Foreign
Jogulamba Gadwal,2017-03-01,March,2017,32,Foreign
Jogulamba Gadwal,2017-04-01,April,2017,29,Foreign
Jogulamba Gadwal,2017-05-01,May,2017,31,Foreign
Jogulamba Gadwal,2017-06-01,June,2017,32,Foreign
Jogulamba Gadwal,2017-07-01,July,2017,34,Foreign
Jogulamba Gadwal,2017-08-01,August,2017,25,Foreign
Jogulamba Gadwal,2017-09-01,September,2017,42,Foreign
Jogulamba Gadwal,2017-10-01,October,2017,13,Foreign
Jogulamba Gadwal,2017-11-01,November,2017,21,Foreign
Jogulamba Gadwal,2017-12-01,December,2017,10,Foreign
Kamareddy,2017-01-01,January,2017,0,Foreign
Kamareddy,2017-02-01,February,2017,0,Foreign
Kamareddy,2017-03-01,March,2017,0,Foreign
Kamareddy,2017-04-01,April,2017,0,Foreign
Kamareddy,2017-05-01,May,2017,0,Foreign
Kamareddy,2017-06-01,June,2017,0,Foreign
Kamareddy,2017-07-01,July,2017,0,Foreign
Kamareddy,2017-08-01,August,2017,0,Foreign
Kamareddy,2017-09-01,September,2017,0,Foreign
Kamareddy,2017-10-01,October,2017,0,Foreign
Kamareddy,2017-11-01,November,2017,0,Foreign
Kamareddy,2017-12-01,December,2017,0,Foreign
Karimnagar,2017-01-01,January,2017,0,Foreign
Karimnagar,2017-02-01,February,2017,0,Foreign
Karimnagar,2017-03-01,March,2017,0,Foreign
Karimnagar,2017-04-01,April,2017,0,Foreign
Karimnagar,2017-05-01,May,2017,0,Foreign
Karimnagar,2017-06-01,June,2017,0,Foreign
Karimnagar,2017-07-01,July,2017,0,Foreign
Karimnagar,2017-08-01,August,2017,0,Foreign
Karimnagar,2017-09-01,September,2017,0,Foreign
Karimnagar,2017-10-01,October,2017,0,Foreign
Karimnagar,2017-11-01,November,2017,0,Foreign
Karimnagar,2017-12-01,December,2017,0,Foreign
Khammam,2017-01-01,January,2017,0,Foreign
Khammam,2017-02-01,February,2017,0,Foreign
Khammam,2017-03-01,March,2017,0,Foreign
Khammam,2017-04-01,April,2017,0,Foreign
Khammam,2017-05-01,May,2017,0,Foreign
Khammam,2017-06-01,June,2017,0,Foreign
Khammam,2017-07-01,July,2017,0,Foreign
Khammam,2017-08-01,August,2017,0,Foreign
Khammam,2017-09-01,September,2017,0,Foreign
Khammam,2017-10-01,October,2017,0,Foreign
Khammam,2017-11-01,November,2017,0,Foreign
Khammam,2017-12-01,December,2017,0,Foreign
Komaram Bheem Asifabad,2017-01-01,January,2017,0,Foreign
Komaram Bheem Asifabad,2017-02-01,February,2017,0,Foreign
Komaram Bheem Asifabad,2017-03-01,March,2017,0,Foreign
Komaram Bheem Asifabad,2017-04-01,April,2017,0,Foreign
Komaram Bheem Asifabad,2017-05-01,May,2017,0,Foreign
Komaram Bheem Asifabad,2017-06-01,June,2017,0,Foreign
Komaram Bheem Asifabad,2017-07-01,July,2017,0,Foreign
Komaram Bheem Asifabad,2017-08-01,August,2017,0,Foreign
Komaram Bheem Asifabad,2017-09-01,September,2017,0,Foreign
Komaram Bheem Asifabad,2017-10-01,October,2017,0,Foreign
Komaram Bheem Asifabad,2017-11-01,November,2017,0,Foreign
Komaram Bheem Asifabad,2017-12-01,December,2017,0,Foreign
Mahabubabad,2017-01-01,January,2017,0,Foreign
Mahabubabad,2017-02-01,February,2017,0,Foreign
Mahabubabad,2017-03-01,March,2017,0,Foreign
Mahabubabad,2017-04-01,April,2017,0,Foreign
Mahabubabad,2017-05-01,May,2017,0,Foreign
Mahabubabad,2017-06-01,June,2017,0,Foreign
Mahabubabad,2017-07-01,July,2017,0,Foreign
Mahabubabad,2017-08-01,August,2017,0,Foreign
Mahabubabad,2017-09-01,September,2017,0,Foreign
Mahabubabad,2017-10-01,October,2017,0,Foreign
Mahabubabad,2017-11-01,November,2017,0,Foreign
Mahabubabad,2017-12-01,December,2017,0,Foreign
Mahbubnagar,2017-01-01,January,2017,42,Foreign
